"","obs_date","watershed","precip","streamflow","flag","yr","mo","da","wk"
"12240","2002-07-06","8",0.1,0.156,NA,2002,7,6,27
"12241","2002-07-07","8",0,0.155,NA,2002,7,7,27
"12242","2002-07-08","8",29.3,0.335,NA,2002,7,8,27
"12243","2002-07-09","8",0.5,1.134,NA,2002,7,9,28
"12244","2002-07-10","8",0,0.471,NA,2002,7,10,28
"12245","2002-07-11","8",0,0.262,NA,2002,7,11,28
"12246","2002-07-12","8",0,0.175,NA,2002,7,12,28
"12247","2002-07-13","8",0,0.135,NA,2002,7,13,28
"12248","2002-07-14","8",0,0.108,NA,2002,7,14,28
"12249","2002-07-15","8",0,0.109,NA,2002,7,15,28
"12250","2002-07-16","8",0,0.102,NA,2002,7,16,29
"12251","2002-07-17","8",0.2,0.097,NA,2002,7,17,29
"12252","2002-07-18","8",1.9,0.117,NA,2002,7,18,29
"12253","2002-07-19","8",6.6,0.108,NA,2002,7,19,29
"12254","2002-07-20","8",0,0.117,NA,2002,7,20,29
"12255","2002-07-21","8",0,0.094,NA,2002,7,21,29
"12256","2002-07-22","8",0,0.084,NA,2002,7,22,29
"12257","2002-07-23","8",9.9,0.114,NA,2002,7,23,30
"12258","2002-07-24","8",0,0.099,NA,2002,7,24,30
"12259","2002-07-25","8",0,0.076,NA,2002,7,25,30
"12260","2002-07-26","8",1.5,0.072,NA,2002,7,26,30
"12261","2002-07-27","8",0.3,0.076,NA,2002,7,27,30
"12262","2002-07-28","8",1.1,0.077,NA,2002,7,28,30
"12263","2002-07-29","8",0.3,0.08,NA,2002,7,29,30
"12264","2002-07-30","8",0,0.066,NA,2002,7,30,31
"12265","2002-07-31","8",0,0.053,NA,2002,7,31,31
"12266","2002-08-01","8",2.8,0.046,NA,2002,8,1,31
"12267","2002-08-02","8",0,0.061,NA,2002,8,2,31
"12268","2002-08-03","8",0,0.051,NA,2002,8,3,31
"12269","2002-08-04","8",0,0.013,NA,2002,8,4,31
"12270","2002-08-05","8",2.8,0,NA,2002,8,5,31
"12271","2002-08-06","8",2.8,0,NA,2002,8,6,32
"12272","2002-08-07","8",0,0,NA,2002,8,7,32
"12273","2002-08-08","8",0,0,NA,2002,8,8,32
"12274","2002-08-09","8",0,0,NA,2002,8,9,32
"12275","2002-08-10","8",0,0,NA,2002,8,10,32
"12276","2002-08-11","8",0,0,NA,2002,8,11,32
"12277","2002-08-12","8",0,0.013,NA,2002,8,12,32
"12278","2002-08-13","8",0,0.028,NA,2002,8,13,33
"12279","2002-08-14","8",0,0.026,NA,2002,8,14,33
"12280","2002-08-15","8",0,0.023,NA,2002,8,15,33
"12281","2002-08-16","8",0,0.023,NA,2002,8,16,33
"12282","2002-08-17","8",0,0.021,NA,2002,8,17,33
"12283","2002-08-18","8",3.3,0.018,NA,2002,8,18,33
"12284","2002-08-19","8",0,0.017,NA,2002,8,19,33
"12285","2002-08-20","8",3.4,0.024,NA,2002,8,20,34
"12286","2002-08-21","8",0,0.024,NA,2002,8,21,34
"12287","2002-08-22","8",15,0.035,NA,2002,8,22,34
"12288","2002-08-23","8",0,0.076,NA,2002,8,23,34
"12289","2002-08-24","8",1.5,0.042,NA,2002,8,24,34
"12290","2002-08-25","8",0,0.037,NA,2002,8,25,34
"12291","2002-08-26","8",0,0.037,NA,2002,8,26,34
"12292","2002-08-27","8",0,0.028,NA,2002,8,27,35
"12293","2002-08-28","8",0,0.025,NA,2002,8,28,35
"12294","2002-08-29","8",18.4,0.048,NA,2002,8,29,35
"12295","2002-08-30","8",0,0.117,NA,2002,8,30,35
"12296","2002-08-31","8",0,0.048,NA,2002,8,31,35
"12297","2002-09-01","8",0,0.042,NA,2002,9,1,35
"12298","2002-09-02","8",1.4,0.037,NA,2002,9,2,35
"12299","2002-09-03","8",0,0.039,NA,2002,9,3,36
"12300","2002-09-04","8",0,0.039,NA,2002,9,4,36
"12301","2002-09-05","8",0,0.033,NA,2002,9,5,36
"12302","2002-09-06","8",0,0.028,NA,2002,9,6,36
"12303","2002-09-07","8",0,0.029,NA,2002,9,7,36
"12304","2002-09-08","8",0,0.025,NA,2002,9,8,36
"12305","2002-09-09","8",0,0.019,NA,2002,9,9,36
"12306","2002-09-10","8",0,0.016,NA,2002,9,10,37
"12307","2002-09-11","8",15.1,0.04,NA,2002,9,11,37
"12308","2002-09-12","8",0,0.056,NA,2002,9,12,37
"12309","2002-09-13","8",0,0.036,NA,2002,9,13,37
"12310","2002-09-14","8",0,0.04,NA,2002,9,14,37
"12311","2002-09-15","8",49.8,0.883,NA,2002,9,15,37
"12312","2002-09-16","8",19,3.603,NA,2002,9,16,37
"12313","2002-09-17","8",0,0.637,NA,2002,9,17,38
"12314","2002-09-18","8",0,0.22,NA,2002,9,18,38
"12315","2002-09-19","8",0,0.12,NA,2002,9,19,38
"12316","2002-09-20","8",0,0.096,NA,2002,9,20,38
"12317","2002-09-21","8",0.8,0.085,NA,2002,9,21,38
"12318","2002-09-22","8",4.3,0.09,NA,2002,9,22,38
"12319","2002-09-23","8",0.3,0.086,NA,2002,9,23,38
"12320","2002-09-24","8",0,0.071,NA,2002,9,24,39
"12321","2002-09-25","8",0,0.056,NA,2002,9,25,39
"12322","2002-09-26","8",0,0.056,NA,2002,9,26,39
"12323","2002-09-27","8",35.5,0.476,NA,2002,9,27,39
"12324","2002-09-28","8",1.3,4.588,NA,2002,9,28,39
"12325","2002-09-29","8",0,0.952,NA,2002,9,29,39
"12326","2002-09-30","8",0,0.46,NA,2002,9,30,39
"12327","2002-10-01","8",0,0.277,NA,2002,10,1,40
"12328","2002-10-02","8",0,0.21,NA,2002,10,2,40
"12329","2002-10-03","8",1.5,0.177,NA,2002,10,3,40
"12330","2002-10-04","8",4.1,0.146,NA,2002,10,4,40
"12331","2002-10-05","8",12.4,1.412,NA,2002,10,5,40
"12332","2002-10-06","8",0,0.992,NA,2002,10,6,40
"12333","2002-10-07","8",2.6,0.537,NA,2002,10,7,40
"12334","2002-10-08","8",0,0.388,NA,2002,10,8,41
"12335","2002-10-09","8",0,0.269,NA,2002,10,9,41
"12336","2002-10-10","8",5.1,0.252,NA,2002,10,10,41
"12337","2002-10-11","8",2.6,0.253,NA,2002,10,11,41
"12338","2002-10-12","8",4.2,0.437,NA,2002,10,12,41
"12339","2002-10-13","8",10.1,0.751,NA,2002,10,13,41
"12340","2002-10-14","8",0.1,2.172,NA,2002,10,14,41
"12341","2002-10-15","8",0,1.04,NA,2002,10,15,42
"12342","2002-10-16","8",22.9,1.539,NA,2002,10,16,42
"12343","2002-10-17","8",4.4,7.904,NA,2002,10,17,42
"12344","2002-10-18","8",1,2.556,NA,2002,10,18,42
"12345","2002-10-19","8",7.5,1.797,NA,2002,10,19,42
"12346","2002-10-20","8",1.3,2.316,NA,2002,10,20,42
"12347","2002-10-21","8",0,1.475,NA,2002,10,21,42
"12348","2002-10-22","8",0,1.03,NA,2002,10,22,43
"12349","2002-10-23","8",0,0.847,NA,2002,10,23,43
"12350","2002-10-24","8",0,0.715,NA,2002,10,24,43
"12351","2002-10-25","8",0,0.614,NA,2002,10,25,43
"12352","2002-10-26","8",29,1.207,NA,2002,10,26,43
"12353","2002-10-27","8",1.7,4.641,NA,2002,10,27,43
"12354","2002-10-28","8",0,2.636,NA,2002,10,28,43
"12355","2002-10-29","8",0,1.745,NA,2002,10,29,44
"12356","2002-10-30","8",0,1.286,NA,2002,10,30,44
"12357","2002-10-31","8",0,1.018,NA,2002,10,31,44
"12358","2002-11-01","8",8.4,0.878,NA,2002,11,1,44
"12359","2002-11-02","8",0,0.747,NA,2002,11,2,44
"12360","2002-11-03","8",0,0.649,NA,2002,11,3,44
"12361","2002-11-04","8",6,0.613,NA,2002,11,4,44
"12362","2002-11-05","8",0,0.538,NA,2002,11,5,45
"12363","2002-11-06","8",28.3,0.571,NA,2002,11,6,45
"12364","2002-11-07","8",1.4,0.692,NA,2002,11,7,45
"12365","2002-11-08","8",0,0.646,NA,2002,11,8,45
"12366","2002-11-09","8",0,0.866,NA,2002,11,9,45
"12367","2002-11-10","8",0,5.99,NA,2002,11,10,45
"12368","2002-11-11","8",11.4,25.147,NA,2002,11,11,45
"12369","2002-11-12","8",16.4,10.424,NA,2002,11,12,46
"12370","2002-11-13","8",4.8,13.969,NA,2002,11,13,46
"12371","2002-11-14","8",0,4.728,NA,2002,11,14,46
"12372","2002-11-15","8",0,2.72,NA,2002,11,15,46
"12373","2002-11-16","8",3.5,1.946,NA,2002,11,16,46
"12374","2002-11-17","8",27.9,1.791,NA,2002,11,17,46
"12375","2002-11-18","8",13.8,2.531,NA,2002,11,18,46
"12376","2002-11-19","8",1.4,1.729,NA,2002,11,19,47
"12377","2002-11-20","8",0.8,1.566,NA,2002,11,20,47
"12378","2002-11-21","8",0.5,2.409,NA,2002,11,21,47
"12379","2002-11-22","8",12.4,8.67,NA,2002,11,22,47
"12380","2002-11-23","8",7.6,13.02,NA,2002,11,23,47
"12381","2002-11-24","8",0.9,4.054,NA,2002,11,24,47
"12382","2002-11-25","8",0,2.486,NA,2002,11,25,47
"12383","2002-11-26","8",0,1.877,NA,2002,11,26,48
"12384","2002-11-27","8",1.3,1.494,NA,2002,11,27,48
"12385","2002-11-28","8",0,1.193,NA,2002,11,28,48
"12386","2002-11-29","8",3.7,1.075,NA,2002,11,29,48
"12387","2002-11-30","8",3.7,0.978,NA,2002,11,30,48
"12388","2002-12-01","8",2.6,0.843,NA,2002,12,1,48
"12389","2002-12-02","8",0.1,0.721,NA,2002,12,2,48
"12390","2002-12-03","8",0.1,0.634,NA,2002,12,3,49
"12391","2002-12-04","8",0,0.525,NA,2002,12,4,49
"12392","2002-12-05","8",0,0.483,NA,2002,12,5,49
"12393","2002-12-06","8",2.3,0.498,NA,2002,12,6,49
"12394","2002-12-07","8",0,0.485,NA,2002,12,7,49
"12395","2002-12-08","8",2.8,0.455,NA,2002,12,8,49
"12396","2002-12-09","8",0,0.396,NA,2002,12,9,49
"12397","2002-12-10","8",0,0.365,NA,2002,12,10,50
"12398","2002-12-11","8",0.2,0.351,NA,2002,12,11,50
"12399","2002-12-12","8",20.1,0.351,NA,2002,12,12,50
"12400","2002-12-13","8",0.3,0.305,NA,2002,12,13,50
"12401","2002-12-14","8",16,0.361,NA,2002,12,14,50
"12402","2002-12-15","8",0.7,0.449,NA,2002,12,15,50
"12403","2002-12-16","8",0.3,0.413,NA,2002,12,16,50
"12404","2002-12-17","8",0,0.376,NA,2002,12,17,51
"12405","2002-12-18","8",0,0.365,NA,2002,12,18,51
"12406","2002-12-19","8",0,0.357,NA,2002,12,19,51
"12407","2002-12-20","8",15.2,1.358,NA,2002,12,20,51
"12408","2002-12-21","8",0,4.606,NA,2002,12,21,51
"12409","2002-12-22","8",0,2.156,NA,2002,12,22,51
"12410","2002-12-23","8",0.3,1.542,NA,2002,12,23,51
"12411","2002-12-24","8",0.5,1.227,NA,2002,12,24,52
"12412","2002-12-25","8",36.1,1.069,NA,2002,12,25,52
"12413","2002-12-26","8",1.7,0.929,NA,2002,12,26,52
"12414","2002-12-27","8",0,0.805,NA,2002,12,27,52
"12415","2002-12-28","8",0,0.755,NA,2002,12,28,52
"12416","2002-12-29","8",0,0.694,NA,2002,12,29,52
"12417","2002-12-30","8",0,0.641,NA,2002,12,30,52
"12418","2002-12-31","8",4.9,0.618,NA,2002,12,31,53
"12419","2003-01-01","8",8.3,0.998,NA,2003,1,1,1
"12420","2003-01-02","8",1.8,0.94,NA,2003,1,2,1
"12421","2003-01-03","8",8.4,0.827,NA,2003,1,3,1
"12422","2003-01-04","8",16.5,0.775,NA,2003,1,4,1
"12423","2003-01-05","8",0.5,0.697,NA,2003,1,5,1
"12424","2003-01-06","8",0,0.638,NA,2003,1,6,1
"12425","2003-01-07","8",0,0.623,NA,2003,1,7,1
"12426","2003-01-08","8",2.5,0.605,NA,2003,1,8,2
"12427","2003-01-09","8",5.9,0.562,NA,2003,1,9,2
"12428","2003-01-10","8",2.9,0.518,NA,2003,1,10,2
"12429","2003-01-11","8",0.9,0.474,NA,2003,1,11,2
"12430","2003-01-12","8",0.3,0.472,NA,2003,1,12,2
"12431","2003-01-13","8",0.3,0.466,NA,2003,1,13,2
"12432","2003-01-14","8",0.3,0.45,NA,2003,1,14,2
"12433","2003-01-15","8",0.2,0.403,NA,2003,1,15,3
"12434","2003-01-16","8",0.5,0.387,NA,2003,1,16,3
"12435","2003-01-17","8",0.3,0.382,NA,2003,1,17,3
"12436","2003-01-18","8",0,0.364,NA,2003,1,18,3
"12437","2003-01-19","8",0.1,0.343,NA,2003,1,19,3
"12438","2003-01-20","8",0.8,0.331,NA,2003,1,20,3
"12439","2003-01-21","8",0,0.275,NA,2003,1,21,3
"12440","2003-01-22","8",0,0.263,NA,2003,1,22,4
"12441","2003-01-23","8",0,0.275,NA,2003,1,23,4
"12442","2003-01-24","8",0,0.275,NA,2003,1,24,4
"12443","2003-01-25","8",0,0.275,NA,2003,1,25,4
"12444","2003-01-26","8",2.1,0.276,NA,2003,1,26,4
"12445","2003-01-27","8",0.2,0.284,NA,2003,1,27,4
"12446","2003-01-28","8",0,0.308,NA,2003,1,28,4
"12447","2003-01-29","8",0,0.363,NA,2003,1,29,5
"12448","2003-01-30","8",0,0.359,NA,2003,1,30,5
"12449","2003-01-31","8",0,0.314,NA,2003,1,31,5
"12450","2003-02-01","8",1,0.339,NA,2003,2,1,5
"12451","2003-02-02","8",7,0.307,NA,2003,2,2,5
"12452","2003-02-03","8",0,0.343,NA,2003,2,3,5
"12453","2003-02-04","8",15.9,0.325,NA,2003,2,4,5
"12454","2003-02-05","8",0.3,0.337,NA,2003,2,5,6
"12455","2003-02-06","8",0,0.311,NA,2003,2,6,6
"12456","2003-02-07","8",1.2,0.318,NA,2003,2,7,6
"12457","2003-02-08","8",0,0.308,NA,2003,2,8,6
"12458","2003-02-09","8",0,0.301,NA,2003,2,9,6
"12459","2003-02-10","8",1.5,0.298,NA,2003,2,10,6
"12460","2003-02-11","8",3,0.293,NA,2003,2,11,6
"12461","2003-02-12","8",2.9,0.293,NA,2003,2,12,7
"12462","2003-02-13","8",0,0.282,NA,2003,2,13,7
"12463","2003-02-14","8",0,0.275,NA,2003,2,14,7
"12464","2003-02-15","8",0,0.257,NA,2003,2,15,7
"12465","2003-02-16","8",0,0.223,NA,2003,2,16,7
"12466","2003-02-17","8",2.5,0.208,NA,2003,2,17,7
"12467","2003-02-18","8",8.1,0.189,NA,2003,2,18,7
"12468","2003-02-19","8",0,0.179,NA,2003,2,19,8
"12469","2003-02-20","8",0,0.174,NA,2003,2,20,8
"12470","2003-02-21","8",0,0.168,NA,2003,2,21,8
"12471","2003-02-22","8",9.1,0.188,NA,2003,2,22,8
"12472","2003-02-23","8",8.2,0.293,NA,2003,2,23,8
"12473","2003-02-24","8",0,0.276,NA,2003,2,24,8
"12474","2003-02-25","8",0,0.254,NA,2003,2,25,8
"12475","2003-02-26","8",0,0.25,NA,2003,2,26,9
"12476","2003-02-27","8",0,0.242,NA,2003,2,27,9
"12477","2003-02-28","8",0,0.248,NA,2003,2,28,9
"12478","2003-03-01","8",0.1,0.242,NA,2003,3,1,9
"12479","2003-03-02","8",14.4,0.238,NA,2003,3,2,9
"12480","2003-03-03","8",0.5,0.235,NA,2003,3,3,9
"12481","2003-03-04","8",0,0.232,NA,2003,3,4,9
"12482","2003-03-05","8",10,0.233,NA,2003,3,5,10
"12483","2003-03-06","8",0,0.264,NA,2003,3,6,10
"12484","2003-03-07","8",0,0.236,NA,2003,3,7,10
"12485","2003-03-08","8",0,0.236,NA,2003,3,8,10
"12486","2003-03-09","8",1.5,0.231,NA,2003,3,9,10
"12487","2003-03-10","8",0,0.234,NA,2003,3,10,10
"12488","2003-03-11","8",0,0.233,NA,2003,3,11,10
"12489","2003-03-12","8",1.9,0.234,NA,2003,3,12,11
"12490","2003-03-13","8",0.6,0.235,NA,2003,3,13,11
"12491","2003-03-14","8",0,0.237,NA,2003,3,14,11
"12492","2003-03-15","8",3.4,0.237,NA,2003,3,15,11
"12493","2003-03-16","8",0,0.249,NA,2003,3,16,11
"12494","2003-03-17","8",0,0.6,NA,2003,3,17,11
"12495","2003-03-18","8",0,1.004,NA,2003,3,18,11
"12496","2003-03-19","8",0,0.945,NA,2003,3,19,12
"12497","2003-03-20","8",16.7,0.721,NA,2003,3,20,12
"12498","2003-03-21","8",11.9,6.24,NA,2003,3,21,12
"12499","2003-03-22","8",0.1,9.752,NA,2003,3,22,12
"12500","2003-03-23","8",0,6.779,NA,2003,3,23,12
"12501","2003-03-24","8",0,3.481,NA,2003,3,24,12
"12502","2003-03-25","8",0,3.006,NA,2003,3,25,12
"12503","2003-03-26","8",5.6,6.903,NA,2003,3,26,13
"12504","2003-03-27","8",0,7.449,NA,2003,3,27,13
"12505","2003-03-28","8",0,4.443,NA,2003,3,28,13
"12506","2003-03-29","8",20.8,18.313,NA,2003,3,29,13
"12507","2003-03-30","8",9.2,19.923,NA,2003,3,30,13
"12508","2003-03-31","8",0.8,5.715,NA,2003,3,31,13
"12509","2003-04-01","8",1.1,3.394,NA,2003,4,1,13
"12510","2003-04-02","8",3,2.462,NA,2003,4,2,14
"12511","2003-04-03","8",4.2,1.955,NA,2003,4,3,14
"12512","2003-04-04","8",10.9,1.626,NA,2003,4,4,14
"12513","2003-04-05","8",12.5,1.386,NA,2003,4,5,14
"12514","2003-04-06","8",1.1,1.209,NA,2003,4,6,14
"12515","2003-04-07","8",1.3,1.055,NA,2003,4,7,14
"12516","2003-04-08","8",1.2,0.998,NA,2003,4,8,14
"12517","2003-04-09","8",0,0.948,NA,2003,4,9,15
"12518","2003-04-10","8",0,0.944,NA,2003,4,10,15
"12519","2003-04-11","8",1.3,0.979,NA,2003,4,11,15
"12520","2003-04-12","8",0,1.661,NA,2003,4,12,15
"12521","2003-04-13","8",0,2.646,NA,2003,4,13,15
"12522","2003-04-14","8",0,2.43,NA,2003,4,14,15
"12523","2003-04-15","8",0,13.66,NA,2003,4,15,15
"12524","2003-04-16","8",0,27.298,NA,2003,4,16,16
"12525","2003-04-17","8",0,6.996,NA,2003,4,17,16
"12526","2003-04-18","8",0,3.682,NA,2003,4,18,16
"12527","2003-04-19","8",0,3.193,NA,2003,4,19,16
"12528","2003-04-20","8",0,7.74,NA,2003,4,20,16
"12529","2003-04-21","8",0.3,10.7,NA,2003,4,21,16
"12530","2003-04-22","8",6.6,10.351,NA,2003,4,22,16
"12531","2003-04-23","8",5.3,8.79,NA,2003,4,23,17
"12532","2003-04-24","8",4.3,5.345,NA,2003,4,24,17
"12533","2003-04-25","8",0,3.479,NA,2003,4,25,17
"12534","2003-04-26","8",26.1,9.113,NA,2003,4,26,17
"12535","2003-04-27","8",0.8,17.096,NA,2003,4,27,17
"12536","2003-04-28","8",0,10.385,NA,2003,4,28,17
"12537","2003-04-29","8",0,10.47,NA,2003,4,29,17
"12538","2003-04-30","8",0,5.44,NA,2003,4,30,18
"12539","2003-05-01","8",4.8,3.934,NA,2003,5,1,18
"12540","2003-05-02","8",28.1,17.666,NA,2003,5,2,18
"12541","2003-05-03","8",0,9.281,NA,2003,5,3,18
"12542","2003-05-04","8",0,4.221,NA,2003,5,4,18
"12543","2003-05-05","8",0,2.944,NA,2003,5,5,18
"12544","2003-05-06","8",6.3,2.695,NA,2003,5,6,18
"12545","2003-05-07","8",0,2.621,NA,2003,5,7,19
"12546","2003-05-08","8",1.4,2.173,NA,2003,5,8,19
"12547","2003-05-09","8",8.5,3.244,NA,2003,5,9,19
"12548","2003-05-10","8",0,2.608,NA,2003,5,10,19
"12549","2003-05-11","8",21.4,2.232,NA,2003,5,11,19
"12550","2003-05-12","8",12.9,15.155,NA,2003,5,12,19
"12551","2003-05-13","8",8.7,6.723,NA,2003,5,13,19
"12552","2003-05-14","8",1.7,5.893,NA,2003,5,14,20
"12553","2003-05-15","8",0,3.667,NA,2003,5,15,20
"12554","2003-05-16","8",0,2.605,NA,2003,5,16,20
"12555","2003-05-17","8",0,2.024,NA,2003,5,17,20
"12556","2003-05-18","8",0,1.622,NA,2003,5,18,20
"12557","2003-05-19","8",0,1.337,NA,2003,5,19,20
"12558","2003-05-20","8",0,1.118,NA,2003,5,20,20
"12559","2003-05-21","8",0,0.971,NA,2003,5,21,21
"12560","2003-05-22","8",0,0.85,NA,2003,5,22,21
"12561","2003-05-23","8",0.3,0.778,NA,2003,5,23,21
"12562","2003-05-24","8",5.1,0.732,NA,2003,5,24,21
"12563","2003-05-25","8",8.1,0.977,NA,2003,5,25,21
"12564","2003-05-26","8",25.2,5.371,NA,2003,5,26,21
"12565","2003-05-27","8",0,5.781,NA,2003,5,27,21
"12566","2003-05-28","8",7.4,3.45,NA,2003,5,28,22
"12567","2003-05-29","8",10.2,4.362,NA,2003,5,29,22
"12568","2003-05-30","8",0,4.164,NA,2003,5,30,22
"12569","2003-05-31","8",1.5,2.52,NA,2003,5,31,22
"12570","2003-06-01","8",4.3,2.062,NA,2003,6,1,22
"12571","2003-06-02","8",0,1.697,NA,2003,6,2,22
"12572","2003-06-03","8",0,1.3,NA,2003,6,3,22
"12573","2003-06-04","8",0,1.03,NA,2003,6,4,23
"12574","2003-06-05","8",17,1.216,NA,2003,6,5,23
"12575","2003-06-06","8",0,2.245,NA,2003,6,6,23
"12576","2003-06-07","8",2.2,1.532,NA,2003,6,7,23
"12577","2003-06-08","8",0,1.311,NA,2003,6,8,23
"12578","2003-06-09","8",5.4,1.225,NA,2003,6,9,23
"12579","2003-06-10","8",0,1.153,NA,2003,6,10,23
"12580","2003-06-11","8",1.3,0.924,NA,2003,6,11,24
"12581","2003-06-12","8",0,0.778,NA,2003,6,12,24
"12582","2003-06-13","8",16.8,0.658,NA,2003,6,13,24
"12583","2003-06-14","8",10,5.511,NA,2003,6,14,24
"12584","2003-06-15","8",0,2.819,NA,2003,6,15,24
"12585","2003-06-16","8",0,1.574,NA,2003,6,16,24
"12586","2003-06-17","8",0,1.124,NA,2003,6,17,24
"12587","2003-06-18","8",0,0.882,NA,2003,6,18,25
"12588","2003-06-19","8",0,0.729,NA,2003,6,19,25
"12589","2003-06-20","8",0,0.56,NA,2003,6,20,25
"12590","2003-06-21","8",1.1,0.435,NA,2003,6,21,25
"12591","2003-06-22","8",0.7,0.382,NA,2003,6,22,25
"12592","2003-06-23","8",0.3,0.318,NA,2003,6,23,25
"12593","2003-06-24","8",0,0.236,NA,2003,6,24,25
"12594","2003-06-25","8",0,0.174,NA,2003,6,25,26
"12595","2003-06-26","8",0,0.14,NA,2003,6,26,26
"12596","2003-06-27","8",0,0.131,NA,2003,6,27,26
"12597","2003-06-28","8",0,0.108,NA,2003,6,28,26
"12598","2003-06-29","8",0,0.089,NA,2003,6,29,26
"12599","2003-06-30","8",7.1,0.142,NA,2003,6,30,26
"12600","2003-07-01","8",0,0.106,NA,2003,7,1,26
"12601","2003-07-02","8",0,0.087,NA,2003,7,2,27
"12602","2003-07-03","8",0,0.077,NA,2003,7,3,27
"12603","2003-07-04","8",0,0.079,NA,2003,7,4,27
"12604","2003-07-05","8",0,0.07,NA,2003,7,5,27
"12605","2003-07-06","8",0,0.074,NA,2003,7,6,27
"12606","2003-07-07","8",1.5,0.055,NA,2003,7,7,27
"12607","2003-07-08","8",0,0.06,NA,2003,7,8,27
"12608","2003-07-09","8",0.3,0.048,NA,2003,7,9,28
"12609","2003-07-10","8",0,0.043,NA,2003,7,10,28
"12610","2003-07-11","8",31.1,0.39,NA,2003,7,11,28
"12611","2003-07-12","8",2.6,0.148,NA,2003,7,12,28
"12612","2003-07-13","8",0,0.103,NA,2003,7,13,28
"12613","2003-07-14","8",0,0.065,NA,2003,7,14,28
"12614","2003-07-15","8",0,0.043,NA,2003,7,15,28
"12615","2003-07-16","8",32.7,0.577,NA,2003,7,16,29
"12616","2003-07-17","8",0.1,0.82,NA,2003,7,17,29
"12617","2003-07-18","8",2,0.295,NA,2003,7,18,29
"12618","2003-07-19","8",0,0.168,NA,2003,7,19,29
"12619","2003-07-20","8",0,0.1,NA,2003,7,20,29
"12620","2003-07-21","8",8.6,0.095,NA,2003,7,21,29
"12621","2003-07-22","8",3.8,0.228,NA,2003,7,22,29
"12622","2003-07-23","8",25.3,0.655,NA,2003,7,23,30
"12623","2003-07-24","8",6.1,2.886,NA,2003,7,24,30
"12624","2003-07-25","8",0.6,1.235,NA,2003,7,25,30
"12625","2003-07-26","8",0,0.484,NA,2003,7,26,30
"12626","2003-07-27","8",4.4,0.257,NA,2003,7,27,30
"12627","2003-07-28","8",0.3,0.211,NA,2003,7,28,30
"12628","2003-07-29","8",0,0.15,NA,2003,7,29,30
"12629","2003-07-30","8",0,0.119,NA,2003,7,30,31
"12630","2003-07-31","8",0,0.093,NA,2003,7,31,31
"12631","2003-08-01","8",22.1,0.229,NA,2003,8,1,31
"12632","2003-08-02","8",20.7,6.077,NA,2003,8,2,31
"12633","2003-08-03","8",16.3,3.177,NA,2003,8,3,31
"12634","2003-08-04","8",16.1,11.537,NA,2003,8,4,31
"12635","2003-08-05","8",9.7,5.017,NA,2003,8,5,31
"12636","2003-08-06","8",18,10.306,NA,2003,8,6,32
"12637","2003-08-07","8",2.7,6.851,NA,2003,8,7,32
"12638","2003-08-08","8",1,3.725,NA,2003,8,8,32
"12639","2003-08-09","8",36.2,3.882,NA,2003,8,9,32
"12640","2003-08-10","8",53.6,63.804,NA,2003,8,10,32
"12641","2003-08-11","8",1,6.249,NA,2003,8,11,32
"12642","2003-08-12","8",10.2,4.32,NA,2003,8,12,32
"12643","2003-08-13","8",0.6,3.117,NA,2003,8,13,33
"12644","2003-08-14","8",0,1.758,NA,2003,8,14,33
"12645","2003-08-15","8",0,1.071,NA,2003,8,15,33
"12646","2003-08-16","8",8.1,0.861,NA,2003,8,16,33
"12647","2003-08-17","8",2.2,0.904,NA,2003,8,17,33
"12648","2003-08-18","8",11.8,1.504,NA,2003,8,18,33
"12649","2003-08-19","8",0,1.568,NA,2003,8,19,33
"12650","2003-08-20","8",0,0.804,NA,2003,8,20,34
"12651","2003-08-21","8",0,0.552,NA,2003,8,21,34
"12652","2003-08-22","8",0,0.388,NA,2003,8,22,34
"12653","2003-08-23","8",0,0.281,NA,2003,8,23,34
"12654","2003-08-24","8",0,0.241,NA,2003,8,24,34
"12655","2003-08-25","8",0.5,0.225,NA,2003,8,25,34
"12656","2003-08-26","8",0,0.214,NA,2003,8,26,34
"12657","2003-08-27","8",0,0.187,NA,2003,8,27,35
"12658","2003-08-28","8",0,0.161,NA,2003,8,28,35
"12659","2003-08-29","8",15.3,0.248,NA,2003,8,29,35
"12660","2003-08-30","8",2.9,0.409,NA,2003,8,30,35
"12661","2003-08-31","8",0.1,0.249,NA,2003,8,31,35
"12662","2003-09-01","8",0.8,0.211,NA,2003,9,1,35
"12663","2003-09-02","8",0,0.193,NA,2003,9,2,35
"12664","2003-09-03","8",6.6,0.195,NA,2003,9,3,36
"12665","2003-09-04","8",56.2,19.845,NA,2003,9,4,36
"12666","2003-09-05","8",0,4.193,NA,2003,9,5,36
"12667","2003-09-06","8",0,1.92,NA,2003,9,6,36
"12668","2003-09-07","8",0,1.138,NA,2003,9,7,36
"12669","2003-09-08","8",0,0.801,NA,2003,9,8,36
"12670","2003-09-09","8",0,0.601,NA,2003,9,9,36
"12671","2003-09-10","8",0,0.465,NA,2003,9,10,37
"12672","2003-09-11","8",0,0.375,NA,2003,9,11,37
"12673","2003-09-12","8",0,0.327,NA,2003,9,12,37
"12674","2003-09-13","8",0,0.284,NA,2003,9,13,37
"12675","2003-09-14","8",5,0.318,NA,2003,9,14,37
"12676","2003-09-15","8",0.5,0.339,NA,2003,9,15,37
"12677","2003-09-16","8",24.8,2.33,NA,2003,9,16,37
